predicted_sentiment,confidence
Positive,0.98922145
Negative,0.98215187
Positive,0.9814631
Negative,0.9923874
Negative,0.87623
Positive,0.9338123
Positive,0.9785277
Negative,0.806347
Positive,0.98806596
Positive,0.9871601
Positive,0.979189
Positive,0.94160515
Negative,0.67578876
Negative,0.99681866
Negative,0.5020884
Positive,0.98822904
Negative,0.97883725
Negative,0.94704926
Positive,0.9879963
Negative,0.98164845
Positive,0.9834278
Positive,0.9900039
Negative,0.9322565
Positive,0.98058414
Positive,0.98679185
Positive,0.98458743
Positive,0.9875853
Positive,0.9882984
Positive,0.9812448
Positive,0.9856836
Positive,0.9829087
Positive,0.986613
Positive,0.9634604
Negative,0.9439538
Negative,0.8153417
Negative,0.99269825
Positive,0.9815105
Negative,0.5190379
Positive,0.981341
Positive,0.98462176
Positive,0.89695483
Positive,0.97735596
Positive,0.9750622
Positive,0.9800401
Negative,0.99508685
Positive,0.97787535
Positive,0.9719087
Positive,0.98698413
Positive,0.981375
Positive,0.9745291
Negative,0.9424295
Positive,0.98327786
Positive,0.98813313
Negative,0.9969741
Positive,0.9854575
Positive,0.98184466
Positive,0.9810863
Positive,0.753941
Positive,0.9876779
Positive,0.98441875
Negative,0.99352586
Negative,0.9633416
Positive,0.9886269
Positive,0.9857685
Positive,0.9875507
Negative,0.99434596
Positive,0.9846756
Positive,0.98951775
Positive,0.9786936
Negative,0.95308197
Negative,0.9952614
Positive,0.87841237
Negative,0.9967853
Positive,0.9530926
Negative,0.99652326
Positive,0.985341
Negative,0.992728
Positive,0.97700226
Positive,0.9907899
Positive,0.9833487
Positive,0.9818096
Positive,0.82107466
Negative,0.99654204
Negative,0.9963561
Negative,0.8404814
Positive,0.98880976
Negative,0.9969024
Negative,0.9468613
Negative,0.96237344
Positive,0.98709065
Negative,0.8335037
Positive,0.9855541
Negative,0.99483913
Positive,0.9811859
Negative,0.9967141
Positive,0.98398316
Positive,0.9756647
Positive,0.9819047
Positive,0.9627692
Negative,0.9969959
Positive,0.85242945
Negative,0.96651644
Negative,0.8524149
Negative,0.6464511
Positive,0.9864609
Negative,0.9951733
Positive,0.98304754
Negative,0.9969367
Positive,0.9874222
Positive,0.9758209
Positive,0.98405737
Positive,0.97353
Positive,0.9642026
Positive,0.9525883
Positive,0.9343585
Negative,0.96719074
Negative,0.996626
Positive,0.9585573
Negative,0.9960672
Positive,0.98708737
Positive,0.97353
Positive,0.9817707
Negative,0.9968221
Negative,0.9952527
Negative,0.96804994
Negative,0.99592626
Positive,0.98576653
Positive,0.9874222
Negative,0.99492466
Negative,0.99138063
Negative,0.9872177
Negative,0.9439538
Positive,0.98534423
Positive,0.9850058
Negative,0.9895111
Positive,0.98583406
Positive,0.64809436
Positive,0.97353
Negative,0.95875525
Negative,0.99695575
Positive,0.9478851
Negative,0.9139573
Positive,0.98010796
Positive,0.98408324
Positive,0.8669016
Negative,0.9952473
Negative,0.61085385
Positive,0.9835407
Negative,0.9966144
Positive,0.984617
Positive,0.9830635
Positive,0.8669016
Positive,0.98130417
Positive,0.971503
Positive,0.9679198
Negative,0.9527627
Positive,0.9889171
Negative,0.9146969
Positive,0.9823834
Positive,0.9709557
Positive,0.9642026
Negative,0.99620736
Positive,0.98554254
Negative,0.9071374
Positive,0.9872614
Positive,0.9879302
Positive,0.9818903
Positive,0.98594993
Positive,0.98708737
Negative,0.99583215
Positive,0.96312803
Negative,0.9959656
Positive,0.9614048
Negative,0.9904322
Negative,0.93680793
Positive,0.981736
Positive,0.9803405
Positive,0.98670954
Negative,0.89996094
Negative,0.92974496
Negative,0.9885731
Positive,0.9794362
Positive,0.9831572
Positive,0.9882294
Negative,0.99276626
Negative,0.9959203
Positive,0.97668993
Negative,0.9815891
Positive,0.9884459
Positive,0.9817707
Positive,0.9916928
Positive,0.98937935
Positive,0.9557338
Negative,0.9413731
Positive,0.979443
Negative,0.9271266
Positive,0.9785175
Negative,0.5522587
Positive,0.98427516
Positive,0.97353
Positive,0.98785883
Positive,0.9156758
Negative,0.9844567
Positive,0.91180295
Positive,0.9883188
Positive,0.9800463
Positive,0.9854575
Positive,0.98741144
Negative,0.9460998
Positive,0.9835543
Positive,0.95214623
Positive,0.9852866
Positive,0.9859896
Negative,0.7492131
Positive,0.9871092
Positive,0.9873619
Positive,0.9758601
Negative,0.9968636
Negative,0.9764143
Negative,0.9585274
Positive,0.98734856
Positive,0.97353
Positive,0.9798608
Positive,0.9867486
Positive,0.98425734
Positive,0.986379
Positive,0.8669016
Negative,0.97688234
Positive,0.9817707
Positive,0.96853775
Positive,0.9654877
Positive,0.98817796
Positive,0.97353
Positive,0.9888727
Positive,0.9885246
Positive,0.9779113
Positive,0.98820215
Positive,0.9689306
Positive,0.9866933
Positive,0.9817052
Positive,0.9877224
Positive,0.9824851
Negative,0.99514765
Positive,0.97353
Positive,0.93253547
Negative,0.99652666
Positive,0.9855627
Positive,0.9568155
Positive,0.9870559
Positive,0.9880855
Positive,0.9883388
Positive,0.98587245
Positive,0.9902002
Negative,0.99113303
Positive,0.9802942
Positive,0.9759133
Positive,0.9853081
Negative,0.97962064
Positive,0.96923816
Negative,0.9961541
Positive,0.9860341
Positive,0.9853974
Negative,0.99618655
Positive,0.98994994
Negative,0.9966522
Positive,0.6834197
Positive,0.9874669
Positive,0.9803977
Positive,0.9852261
Negative,0.921685
Positive,0.9885322
Negative,0.9389469
Negative,0.99654526
Positive,0.98130035
Positive,0.7281537
Positive,0.9650428
Positive,0.9855806
Negative,0.92423487
Positive,0.9832608
Positive,0.9892244
Positive,0.94247913
Positive,0.77942735
Positive,0.97507066
Positive,0.9876602
Positive,0.982128
Positive,0.98830825
Positive,0.6272571
Positive,0.98794216
Negative,0.9964143
Negative,0.97817117
Positive,0.9767305
Negative,0.96316403
Positive,0.97820926
Negative,0.99673957
Positive,0.97353
Positive,0.91414165
Positive,0.98708737
Positive,0.98577917
Negative,0.63499504
Positive,0.979726
Negative,0.9958263
Negative,0.909755
Negative,0.9843985
Positive,0.9911131
Positive,0.9642026
Positive,0.95413315
Positive,0.98444206
Negative,0.9966281
Negative,0.9303178
Positive,0.91414434
Positive,0.98599064
Negative,0.99677163
Positive,0.9860406
Positive,0.98271644
Negative,0.99613154
Negative,0.7318592
Negative,0.99579227
Positive,0.98851365
Positive,0.9855795
Positive,0.9881143
Positive,0.9500055
Negative,0.8169295
Positive,0.9852743
Positive,0.9798139
Negative,0.8231719
Positive,0.9829087
Positive,0.9884625
Positive,0.98585296
Positive,0.94484067
Negative,0.99689627
Positive,0.9558194
Negative,0.51194483
Negative,0.9968125
Positive,0.9858095
Negative,0.8006258
Negative,0.9879844
Positive,0.98887175
Negative,0.9967033
Positive,0.9889903
Negative,0.99499905
Negative,0.9952675
Negative,0.9760992
Positive,0.9816788
Positive,0.95669675
Positive,0.9872798
Positive,0.9856514
Negative,0.9960937
Negative,0.93946373
Positive,0.99079293
Positive,0.97736835
Negative,0.9970035
Negative,0.98998976
Positive,0.9877264
Positive,0.9884517
Positive,0.9879507
Positive,0.8669016
Positive,0.9832756
Negative,0.73524386
Positive,0.96934783
Positive,0.9861463
Positive,0.98058414
Positive,0.9851644
Negative,0.9889509
Positive,0.9859719
Negative,0.90651923
Positive,0.9837606
Positive,0.97457695
Negative,0.9927216
Positive,0.9889192
Positive,0.98532975
Positive,0.9907004
Positive,0.9842136
Negative,0.97673595
Positive,0.5294645
Positive,0.9853081
Positive,0.9705876
Positive,0.98902905
Positive,0.95092857
Negative,0.98343617
Positive,0.9877175
Negative,0.99640924
Positive,0.971503
Positive,0.9874222
Negative,0.9618835
Positive,0.9778195
Positive,0.9874836
Positive,0.98600304
Positive,0.9843556
Positive,0.9756232
Positive,0.98708737
Positive,0.9868067
Negative,0.99662185
Negative,0.9356806
Positive,0.9798608
Negative,0.98270756
Positive,0.98712665
Positive,0.97665226
Positive,0.976275
Positive,0.9855627
Negative,0.99615484
Negative,0.99274844
Positive,0.78069323
Positive,0.97300977
Positive,0.8669016
Positive,0.9664747
Negative,0.9941148
Negative,0.9965005
Positive,0.9648443
Positive,0.9906176
Positive,0.98708516
Positive,0.98096555
Positive,0.9839305
Positive,0.9905158
Negative,0.982605
Positive,0.98624045
Positive,0.97269225
Positive,0.9845628
Negative,0.99522024
Negative,0.99262434
Positive,0.9871113
Positive,0.98901516
Negative,0.99538296
Positive,0.9817707
Positive,0.9805509
Negative,0.9707451
Positive,0.9232353
Negative,0.6074468
Positive,0.5115706
Positive,0.987914
Negative,0.9965616
Positive,0.9872399
Positive,0.97353
Positive,0.98199964
Negative,0.8194739
Positive,0.98728824
Positive,0.98981935
Negative,0.99695945
Positive,0.9265273
Positive,0.803535
Negative,0.98780304
Negative,0.9950706
Negative,0.9868858
Positive,0.9780767
Positive,0.98360485
Positive,0.9779012
Positive,0.97642004
Positive,0.98522156
Negative,0.89377475
Positive,0.9878122
Negative,0.9914654
Negative,0.99309385
Positive,0.6793272
Negative,0.99345326
Positive,0.9849657
Positive,0.86490804
Positive,0.9870948
Negative,0.99423146
Negative,0.9861383
Negative,0.986811
Positive,0.9865253
Negative,0.982713
Positive,0.9781229
Positive,0.9871638
Positive,0.97327405
Negative,0.9937097
Positive,0.98025197
Negative,0.98078877
Negative,0.9939169
Positive,0.9834273
Positive,0.9912144
Negative,0.96963936
Negative,0.9966382
Negative,0.95923907
Negative,0.73711777
Positive,0.98715436
Positive,0.98873925
Positive,0.5174063
Negative,0.96750915
Positive,0.9898769
Negative,0.9949721
Positive,0.96382475
Positive,0.9787015
Negative,0.99612254
Positive,0.9625554
Positive,0.97810215
Positive,0.97353
Negative,0.54628277
Positive,0.98758894
Negative,0.8696845
Positive,0.9389553
Positive,0.97926897
Negative,0.9606069
Positive,0.9816063
Positive,0.9870602
Positive,0.9880558
Negative,0.9695543
Positive,0.9842716
Positive,0.86190975
Positive,0.9866063
Positive,0.9872044
Positive,0.9737362
Positive,0.98304474
Positive,0.56315726
Negative,0.99374443
Positive,0.8938063
Negative,0.99194556
Positive,0.8669016
Positive,0.9817707
Positive,0.98617923
Positive,0.9893801
Positive,0.9810255
Positive,0.97353
Positive,0.98340315
Positive,0.9817707
Negative,0.99680066
Positive,0.98903966
Negative,0.99652797
Positive,0.98543674
Positive,0.98819995
Positive,0.9870275
Positive,0.9815139
Positive,0.98721933
Positive,0.91909695
Negative,0.9926806
Positive,0.9853081
Positive,0.9654133
Positive,0.98286736
Negative,0.9968298
Negative,0.9963012
Positive,0.9793577
Negative,0.9767041
Positive,0.9847414
Positive,0.98462766
Negative,0.937011
Positive,0.9857642
Negative,0.9882062
Positive,0.98706704
Negative,0.98678964
Positive,0.9874477
Positive,0.98600453
Positive,0.9833788
Positive,0.979726
Negative,0.996825
Positive,0.98731273
Negative,0.5155231
Positive,0.98051476
Positive,0.9735011
Positive,0.93047214
Positive,0.9871969
Negative,0.9957022
Negative,0.969725
Negative,0.9912942
Negative,0.9967759
Negative,0.99559104
Positive,0.7024891
Negative,0.96566063
Negative,0.7828835
Positive,0.9844519
Positive,0.9893044
Positive,0.97353
Positive,0.9809807
Negative,0.8647986
Negative,0.9969229
Positive,0.98691505
Positive,0.9767344
Positive,0.9896041
Negative,0.9933275
Positive,0.9537245
Positive,0.98656464
Positive,0.9804577
Positive,0.9868067
Positive,0.985864
Positive,0.9856639
Positive,0.98758405
Positive,0.83512396
Negative,0.6547219
Positive,0.97794807
Negative,0.99626666
Positive,0.973218
Positive,0.98758894
Positive,0.9671359
Positive,0.9832302
Positive,0.97707474
Positive,0.98306054
Negative,0.996163
Negative,0.9300079
Negative,0.9968918
Negative,0.5301909
Positive,0.9817707
Positive,0.9891528
Positive,0.9508592
Positive,0.95769143
Positive,0.970681
Positive,0.9785069
Positive,0.9819864
Positive,0.97353
Positive,0.98548305
Negative,0.99692553
Positive,0.987765
Positive,0.9859719
Negative,0.9870749
Positive,0.9881728
Positive,0.9835543
Positive,0.9901338
Positive,0.8669016
Positive,0.9834584
Positive,0.98817635
Negative,0.6486605
Positive,0.98743325
Positive,0.9884666
Positive,0.9833788
Negative,0.9946726
Negative,0.5502667
Positive,0.9853081
Positive,0.9650235
Positive,0.5320213
Positive,0.9812522
Positive,0.9866486
Positive,0.9793129
Positive,0.98329747
Negative,0.9952943
Positive,0.9889081
Positive,0.97964406
Positive,0.9817707
Negative,0.7296596
Positive,0.9755737
Positive,0.9857873
Positive,0.9846859
Positive,0.98961407
Positive,0.9803075
Positive,0.98776615
Positive,0.9905573
Positive,0.98869205
Negative,0.99633056
Positive,0.9900254
Positive,0.9867252
Positive,0.9847056
Negative,0.9912896
Negative,0.981386
Positive,0.9863142
Positive,0.97917455
Positive,0.99003255
Negative,0.9962457
Negative,0.9752805
Negative,0.9962192
Negative,0.98554254
Positive,0.97353
Negative,0.9797372
Positive,0.9817639
Negative,0.98791564
Positive,0.983163
Positive,0.98843354
Positive,0.97353
Positive,0.9457875
Positive,0.9869421
Positive,0.9873468
Positive,0.983195
Positive,0.9898351
Negative,0.9479855
Negative,0.9957788
Positive,0.97353
Positive,0.97980404
Positive,0.9642026
Negative,0.6472188
Positive,0.9874222
Positive,0.9868601
Positive,0.979726
Negative,0.9952408
Negative,0.62044454
Positive,0.989952
Negative,0.99271226
Negative,0.97561705
Positive,0.9707126
Positive,0.98321944
Negative,0.9962101
Positive,0.9358101
Negative,0.9837406
Negative,0.99663264
Positive,0.91666543
Negative,0.9931237
Positive,0.97297657
Positive,0.98479915
Positive,0.98324454
Positive,0.98307437
Positive,0.9845004
Positive,0.9853081
Negative,0.99448204
Positive,0.98694384
Positive,0.98277885
Positive,0.96937245
Positive,0.9337243
Negative,0.9727312
Positive,0.9877252
Positive,0.97353
Negative,0.9706489
Positive,0.9874669
Positive,0.75312054
Negative,0.8392077
Positive,0.98999816
Positive,0.9877122
Positive,0.9839627
Positive,0.97121394
Positive,0.9879637
Positive,0.97767216
Positive,0.98544335
Positive,0.98304474
Positive,0.9763243
Positive,0.98708737
Positive,0.97193754
Positive,0.97353
Negative,0.97150046
Positive,0.8669016
Positive,0.9335438
Positive,0.9811859
Positive,0.9850949
Negative,0.95115155
Positive,0.98774546
Negative,0.9953603
Positive,0.98323464
Positive,0.9806768
Positive,0.94282
Positive,0.98673046
Positive,0.9829087
Negative,0.9966724
Positive,0.9839468
Positive,0.98033327
Positive,0.97917455
Positive,0.98715043
Positive,0.97242945
Positive,0.56305707
Negative,0.8717897
Positive,0.98914915
Positive,0.98699176
Negative,0.99642664
Positive,0.9846823
Positive,0.805237
Positive,0.98633724
Positive,0.9871601
Positive,0.9607589
Positive,0.9887115
Negative,0.97864336
Negative,0.56606424
Negative,0.7807834
Positive,0.8669016
Negative,0.6478535
Positive,0.9766535
Positive,0.8669016
Positive,0.7154066
Positive,0.9829087
Negative,0.911062
Positive,0.97353
Positive,0.97860754
Positive,0.9612688
Positive,0.9186939
Negative,0.99575776
Negative,0.996865
Positive,0.9846564
Positive,0.8669016
Positive,0.9831571
Positive,0.979726
Positive,0.9815803
Positive,0.9558752
Positive,0.97353
Positive,0.97353
Positive,0.9379745
Negative,0.9948297
Positive,0.9827843
Positive,0.9872018
Positive,0.9893008
Negative,0.9315797
Positive,0.98981476
Negative,0.7595909
Positive,0.9642026
Positive,0.979726
Positive,0.9874222
Positive,0.98863983
Positive,0.97736835
Negative,0.9605721
Positive,0.984329
Positive,0.98628044
Positive,0.9642026
Negative,0.993382
Positive,0.9642026
Positive,0.98952484
Positive,0.9870411
Negative,0.9967925
Positive,0.98373425
Positive,0.8669016
Positive,0.98132473
Positive,0.9789979
Positive,0.9839305
Positive,0.9860341
Negative,0.99354494
Positive,0.9880558
Positive,0.9817707
Positive,0.98965585
Positive,0.979726
Negative,0.8281477
Positive,0.9864666
Positive,0.9876294
Positive,0.98453206
Positive,0.9589509
Negative,0.99661994
Positive,0.9875159
Positive,0.9682044
Positive,0.9811492
Positive,0.987397
Positive,0.97193754
Positive,0.9803504
Positive,0.98286176
Positive,0.9871907
Positive,0.97353
Positive,0.98246795
Negative,0.99671376
Positive,0.9725366
Positive,0.98403823
Negative,0.86872685
Negative,0.99420655
Positive,0.9803274
Positive,0.97942185
Positive,0.9875158
Positive,0.97353
Positive,0.98276246
Positive,0.9873968
Negative,0.99128765
Positive,0.9876825
Positive,0.98729265
Positive,0.9874222
Positive,0.979726
Positive,0.9916585
Negative,0.99396247
Positive,0.97353
Positive,0.98715407
Positive,0.8669016
Positive,0.9833788
Positive,0.99052304
Positive,0.97353
Positive,0.94257855
Positive,0.9906047
Negative,0.98712224
Positive,0.9833788
Negative,0.99547774
Negative,0.98908466
Positive,0.8669016
Negative,0.95931566
Negative,0.9965803
Negative,0.82403207
Positive,0.86332226
Negative,0.9827571
Negative,0.99592423
Positive,0.97887576
Negative,0.9954383
Negative,0.9771996
Positive,0.9889692
Negative,0.992894
Positive,0.9864384
Negative,0.99019927
Positive,0.9869026
Positive,0.97353
Negative,0.99262214
Positive,0.9813495
Negative,0.89373475
Negative,0.99540365
Positive,0.98304754
Negative,0.93665236
Negative,0.99473864
Positive,0.9871638
Positive,0.97353
Positive,0.9851901
Negative,0.9952709
Positive,0.971503
Positive,0.98659337
Negative,0.58573663
Positive,0.98759824
Positive,0.98673636
Positive,0.98368835
Positive,0.98002213
Positive,0.9855627
Positive,0.97353
Positive,0.9874222
Positive,0.98796046
Positive,0.6739632
Positive,0.95481825
Positive,0.9879644
Positive,0.98341274
Positive,0.97785246
Positive,0.9902526
Positive,0.9795857
Positive,0.9836262
Positive,0.9877285
Positive,0.97244227
Negative,0.996899
Negative,0.95357436
Positive,0.9587333
Positive,0.9861463
Positive,0.9817925
Positive,0.9859729
Positive,0.98199964
Positive,0.9454177
Positive,0.9661271
Positive,0.98321944
Negative,0.9966445
Negative,0.5757915
Positive,0.9836765
Positive,0.9904074
Positive,0.8041427
Negative,0.995869
Positive,0.9846191
Positive,0.98677015
Positive,0.9874669
Positive,0.97544664
Negative,0.634089
Positive,0.9864763
Positive,0.9804997
Positive,0.9852415
Positive,0.98572063
Positive,0.9740976
Positive,0.97434866
Positive,0.9854128
Positive,0.9840448
Positive,0.98034346
Positive,0.9869583
Negative,0.9967661
Positive,0.9854047
Positive,0.97353
Positive,0.98119193
Negative,0.98129886
Positive,0.97353
Positive,0.9867252
