content,score,appVersion,topic_label
now you can't even play the song that you want to and can't skip the songs more then 6 per hour hahha time to replace this platform with others ..,1,9.1.44.2120,Skip Limit on Free
"so unfair limit 6 skip per hour and there is limit to listen new music, so baddd",1,9.1.56.574,Skip Limit on Free
it's so horrible I can go back to a song I can only skip 6 songs per day I can't even I would put it at half a Star but I can't I swear,1,9.1.52.1394,Skip Limit on Free
it was best before now its terrible i cant play my songs in order and there is this dumb skip limit and choose your own song limit that gets on my nerves😭,1,,Skip Limit on Free
too poor cannot play song on repeat and adds and 6 skip per hour 🤮,1,9.1.58.1567,Skip Limit on Free
"Atleast you should allow skips in the songs. If you will restrict basic controls, how useful are you then ?",1,9.0.32.624,Skip Limit on Free
limiting skips per hour and how many songs you can play?? and then you suggest us your premium to choose freely?? you all are crossing the level of petty. Acting like the beggiest beggar in the whole begdom!!,1,9.1.0.1147,Skip Limit on Free
"if an app makes it painful to cancel subscription, I give it 1 star",1,9.1.42.2058,Subscription Cancellation Issues
No in-app cancel subscription button next to active subscription plan.,1,9.1.24.1739,Subscription Cancellation Issues
tricking customer into subscription. On manage subscription not clear how to cancel it. edit: thanks for response but seems you dont get this. you make it hard to do simple cancellation what kind of trick this is when you cannot easily cancel on the app and have to go on official website? not everyone so literate meaning extra revenue from people who unable to cancel on the app?,1,9.0.44.478,Subscription Cancellation Issues
"worst app doesn't show option to cancel subscription..... developer reply here asking me to call them from contact us option, but why? why on earth you guys are expecting user to call for cancellation of subscription... it should as easy as i subscribe. if you can't manage too many options then remove other options but add unsubscribe option.. you proved that it's one of the worst app.",1,9.1.30.1993,Subscription Cancellation Issues
I cancelled after the last bill and now I just got billed twice today!! My Google play has no subscription. In app claims I asked for Premium. I do not want the app and I want a refund for the over charge.,1,9.1.60.1970,Subscription Cancellation Issues
"Dropping to one star. There is no way to cancel add-ons. I noticed that I'm listed in app as being enrolled in Audiobooks+. I don't want to pay an extra $12 on top of the $13 I'm already paying for premium, so I went to cancel it. Tried multiple times in app, but kept getting told ""Open the app to cancel add-on."" WHAT? I went to customer support and they claimed to have canceled it for me. I checked over 24 hours later ‐ I'm STILL ENROLLED!! I HATE THIS!! THEY'RE SCAMMING ME OUT OF MY MONEY!!!",1,9.1.34.2060,Subscription Cancellation Issues
i just got charge for not cancelling my subscription i want to request a refund but yeah their rules sucks. im not gonna use this stupid app no more,1,9.1.34.2060,Subscription Cancellation Issues
HOW TO CANCEL MY SUBSCRIPTION? i used google play to subscribe to this app and now i want to cancel it because it keeps taking money. now i want to cancel it but there's no cancel button anywhere. i looked everywhere!!! where is the cancel button!!!!!!????,1,9.1.30.1993,Subscription Cancellation Issues
"... It is extremely difficult to unsubscribe from this app. The cancellation process is confusing and asks you to delete and erase your data. Even after following those steps, I was still charged for the he next month... Huh!",1,,Subscription Cancellation Issues
Doesn't let to cancel subscription from the app. It's very inconvenient and it's basicaly just scamy behaviour and shows the apps greed,1,,Subscription Cancellation Issues
"if you get an add on, you cant drop it without canceling your whole account and then starting over. It tells you on the app that you need to go to Google Play, then Google tells you the app. Neither work.",2,9.1.34.2060,Subscription Cancellation Issues
"worst experience they charge automatically without even any notification. Also, there is no option to cancel subscription on their app.",1,9.0.20.604,Subscription Cancellation Issues
should be illegal to not allowing canceling subscription in app,1,9.1.50.1906,Subscription Cancellation Issues
"App lets you subscribe for a 3 month trial, but to cancel it you have to go to the official website.",1,9.1.50.1906,Subscription Cancellation Issues
No longer has a cancel subscription link in app and the web form does not work either.,1,9.1.52.1394,Subscription Cancellation Issues
the worst app I have ever used once I took the subscription and now there's no option to cancel the subscription.,1,9.1.34.2060,Subscription Cancellation Issues
I had to use chatbot support to actually cancel the subscription as neither app nor web interface showed the cancel subscription button,1,9.1.28.2252,Subscription Cancellation Issues
this a holes doesn't even add subscription cancel option to this app so useless app,1,,Subscription Cancellation Issues
"I would like to cancel but I can not find where to do so. Shady. I was using the music to help you fall asleep while I massaged my 90 year old mom who is going thru chemo. twice (two separate times) it was interrupted with loud advertisements. one started with ...""have you been raped..."" and the other "" are you over 60 and are feeling sick...."" sucked cuz I had massage oil on my hands and I couldn't turn it down or turn it off. the choice of add loudly interrupting that type of music, is poor",1,9.1.24.1739,Subscription Cancellation Issues
great app until you want to cancel. they make it extremely difficult. and now I haven't been able to cancel before the next payment. the help function steps are not correct. there is no option to cancel.,1,9.1.24.1739,Subscription Cancellation Issues
I am so pissed with this app. This app literally forces us to get premium. omg!!,1,9.1.36.1948,Subscription and Payment Issues
The subscription is too high 😞. This is the worst app ever.,1,,Subscription and Payment Issues
the app is all well but most things are restricted because all they want is premium..,3,9.1.34.2060,Subscription and Payment Issues
literally this app is nothing but a money grab for what you can get on other apps for free this one wants you to pay 12.99 definitely not worth downloading at this point in time.,1,9.1.28.2252,Subscription and Payment Issues
You might as well pay for the app instead because not using premium (AN OPTIONAL SERVICE) makes your experience HELL for not having it (A FREE APP BTW). This is why people pirate because of you greedy corporations....,1,8.8.62.491,Subscription and Payment Issues
"Very worst app ever ever and ever don't download this app is completely bad , baddest experience ever",1,9.1.42.2058,Subscription and Payment Issues
"IDK what happened, now Crossfade is gone and only can access for premium users?! that sucks and to much greediness! trash update!!! that's now improvement on your up, your pushing more users to uninstall this app.",1,9.1.44.2120,Subscription and Payment Issues
day by day this app is begging money for everything,1,9.1.52.1394,Subscription and Payment Issues
"highly unethical company, they have hidden the option to stop the paid premium subscription. It's not available at the place the mention it should be. I spent more than an hour locating it but I failed. since it's charged for a month, I will delete the account after 25 days.",1,9.1.28.2252,Subscription and Payment Issues
"The app is fine once you pay for premium, but it's a big issue that the free version is practically unusable. I have also been experiencing an issue where the app completely blacks out and only fixes after I uninstall and reinstall it again.",3,9.1.60.1970,Subscription and Payment Issues
this app alway say for perium but i have no money,3,9.1.56.574,Subscription and Payment Issues
"the app we all used to love is now one of the apps I am starting to hate, just bcoz they won't stop begging for premium on every single step, like seriously 😣",1,9.1.40.1486,Subscription and Payment Issues
Be aware using this app! I was getting double charged for months not realizing until I canceled it. Someone was using my account info somehow and they only would refund one payment. I'll never use it again!,1,9.1.50.1906,Subscription and Payment Issues
i am suffered from annoying experience regarding to payments many times my payments got stacked,5,9.1.32.2083,Subscription and Payment Issues
don't buy subscription plan because if you buy plan your money was debited for your account but after ten or fifteen days they will cancel your subscription plan... Even you didn't get your money.... worst experience 🤮🤮,1,9.1.32.2083,Subscription and Payment Issues
you guys failed me. I cancelled a subscription and was debited anyway. I'm sure y'all won't see this because I'm the least of y'all's problems and that ain't right. I deserve hearing guys. that's not a nice way to treat a customer.,1,9.1.52.1394,Subscription and Payment Issues
I know the dark truth abt this app wand why is the description only that..,2,9.1.48.1663,Subscription and Payment Issues
it was my one of favourite app but currently it's new feature is worst..they are mad over selling premium only ..no features for non premium user,1,9.1.34.2060,Subscription and Payment Issues
broo it's very bad everytime you to choose anything it ask for premium it's not a free app bro don't trust it,1,,Subscription and Payment Issues
Dont take 3 month subscription they are scamming the customers.... ill pay twice for same purchase one from my side and one support staf ask again to subscribe bcoz first time it do not worked and told me the money is refunded automatically. but ill didn't received the money and they said purchase it second time it will work... ill do it but same its stuck on second time tooo...i want to share the images... of payment deductions and support chat. but the options are not applicable for me. WORST,1,9.1.52.1394,Subscription and Payment Issues
"As a Premium user, I should be able to decide what gets shown on my Home screen. Spotify is now pushing unwanted and sometimes disgusting videos on my Home screen! Unless this changes, I'm gone.",2,9.1.40.1486,Unwanted Videos on Home Screen
"if I wanted 50% of my home page to be covered by an irrelevant video I would go to youtube, not Spotify",1,9.1.42.2058,Unwanted Videos on Home Screen
forces content on home screen which I can not remove,1,9.1.48.1663,Unwanted Videos on Home Screen
Still no possibility to disable showing videos. I want music without distractions.,2,9.1.30.1993,Unwanted Videos on Home Screen
Spotify trying to be a video platform and not allowing any way to disable the constantly recommended videos that auto play everytime you are on the home page is making the app SO much worse. Switching to apple or Amazon because of this and also the fact that if I listen to a single episode of a podcast it auto plays after any podcast I listen to with no way to stop it. I listened to ONE episode of Zach Sang 3 years ago and now I can't get rid of the guy. Spotify sucks now. Bye.,1,9.1.24.1739,Unwanted Videos on Home Screen
can we turn off the video when the song on the big screen... this is the 4th time I've been pulled over cuz the cop thought I was watching movies while I was driving.....🫩,1,9.1.32.2083,Unwanted Videos on Home Screen
"can't turn off video autoplay on the home page despite there being a setting to remove distractions like this. unable to mark 'your own personal DJ' AI as not interested or hide it in any way. Spotify should just stick to music, not audiobooks and video, it used to be so much better.",2,9.1.30.1993,Unwanted Videos on Home Screen
Nobody asked to have video episodes on their music player's home screen. Remove this or give us the option to disable it. I don't care if you think it's innovative. This is just annoying and I pay for premium.,1,9.1.32.2083,Unwanted Videos on Home Screen
"bro I need you guys to develop a feature where I can block/mute/remove certain creators/videos/pods from my page. Spotify keeps recommending content that I'm not interested in in the ""videos for you"" section and it annoys me. also what if I don't want any videos to appear?? If I want to watch a video podcast I'll just go to YouTube. I think you should make the feature of choosing to see video content an option in the settings for people to turn on or off depending on their preference. thank you.",2,9.1.32.2083,Unwanted Videos on Home Screen
"For a paid app it's very glitchy. And the new suggested video feature is NOT WANTED. I would turn it off but there is no way to. The last thing I want is to see a video playing when I open spotify, which is often. disappointing app.",1,9.1.40.1486,Unwanted Videos on Home Screen
"It keeps showing a lot of very cringe audio books right on the starting page (""Dark manipulation"" type stuff) which makes you look like a loser and there is no way to disable that. I have absolutely no interest in these things and I don't even listen to audio books.",2,9.1.44.2120,Unwanted Videos on Home Screen
"the home page is just re skinned Facebook. videos pop up more than music... I don't want to watch YouTube or Facebook reals I want just music... MUSIC! They need to put in a setting that allows you to block all ""podcast"" aka Facebook YouTube reels so you only see music. don't make the MTV mistake keep it simple stupid",1,9.1.40.1486,Unwanted Videos on Home Screen
"completely stop fonctionning properly, list gone with mention to go to home page",2,9.1.42.2058,Unwanted Videos on Home Screen
"I use Spotify for music and only music. I always have. But now, I'm forced to deal with video content on the home screen. There's no way to disable this.",2,9.1.24.1739,Unwanted Videos on Home Screen
"I actually really like spotify, but that push for Videos everywhere is soo annoying. I don't want to watch music or any other videos on spotify. Please give the option to turn that off completely!",1,9.1.34.2060,Unwanted Videos on Home Screen
"Just one complaint with the app currently, and that's my main page being invaded by video podcasts about murderers or unsolved crimes. I have to scroll to see my own content and saved playlists etc, and I'd rather not be bombarded with media I don't want to see. I don't mind suggested playlists but a video taking up half my screen when I open the app is starting to get annoying, and no matter how many times I select 'not interested' they keep popping up! Please add a setting to turn off!",4,9.1.40.1486,Unwanted Videos on Home Screen
it's on preview mode and I can't get it off.,2,,Unwanted Videos on Home Screen
"I don't want these annoying Videos in my homefeed, it's about sounds not visuals, this is getting out of hand. Spotify is not YouTube. Stop killing your own platform!",2,9.1.28.2252,Unwanted Videos on Home Screen
vidoes? that i cannot disable? seriously I want to hear music and broadcast not watch videos and I cannot disable it and buy the comments they ignore the requests and the videos are problematic and explicit in nature and now ai really seriously useless stuff and you keep ignoring all the paid customers so everyone that's going to pay them just know they will not care about your opinion,1,9.1.42.2058,Unwanted Videos on Home Screen
Touch and hold a clip to pin it. Unpinned clips will be deleted after 1 hour.,5,9.1.24.1739,Unwanted Videos on Home Screen
love this app but the new widget that we're forced to use doesn't work or load properly,4,9.1.52.1394,Widget Issues
free version sucks and the new widget sucks. won't let me use the old widget.,2,9.1.52.1394,Widget Issues
"another redesign nobody asked for. ""improved"" android widget now takes up twice the space for no additional functionality, and now can't even display the full name of a song. are you trying to drive us back to buying CDs again or what?",1,9.1.56.574,Widget Issues
Broke the smaller widget for apparently no reason :/ Literally hogs up two and a half times the screen area for the thing.,1,,Widget Issues
"What's you did with widget? Useless piece of color on my screen. No covers, no useful actions. Use your brain in dev, NOT Ai slop.",2,9.1.52.1394,Widget Issues
"no I do not want the new widget it's to big, freezes and its trash. resizing removes the button options. stop forcing new layouts and designs to warrent who ever the designers paycheck. garbage keep it up and I'll cancel and go to YouTube premium",1,9.1.52.1394,Widget Issues
the new widget i was made to use instead of the one I had sucks it keeps going offline and now it just constantly is loading I literally have to open the app to get it to work and it's way to big,2,9.1.58.1567,Widget Issues
the new widget sucks and I don't like that I'm not allowed to use the old one,1,9.1.60.1970,Widget Issues
"New widget SUCKS! It's ugly, can't be as small as the other one and still functional. This is supposed to be an upgrade? C'mon",3,9.1.52.1394,Widget Issues
"1. Update once again replaced perfectly working home widget with ugly unusable trash. 2. Made 11000+ attempts of tracking connections in 2 hours of use, to ""Branch Metrics"" and ""comScore"", while mining personal information. Awful. 3. Awful AI garbage shoved down our throats that you can't turn off.",1,9.1.58.1567,Widget Issues
"original 4x1 widget no longer supported, and asks you to switch to the new 4x2 one which ruins my screen layout. resizing the new widget to 4x1 is possible but then there are no playback controls (forward backward pause) which makes it essentially useless. Enshittification at its finest.",2,9.1.56.574,Widget Issues
Love having the old perfectly functional widget removed in favor of a widget that doesn't work.,1,9.1.60.1970,Widget Issues
"New widget is really bad. It constantly needs refreshing, doesn't properly show the right song, and when it doesn't have a song loaded you can no longer open the app by clicking it.",1,9.1.60.1970,Widget Issues
"for last year it's just getting worst and worst - developers are destroying the app. new widget works time to time, only the big one is available - not the small one. Option to move data storage disappeared, date marks for favourite songs are gone - what is happening ?? what are you paid for ? sometimes it takes few tries to get the app working.",3,9.1.60.1970,Widget Issues
I don't like the new widget. You should not force the change. Instead allow people to choose which widget they want.,1,9.1.52.1394,Widget Issues
"A terrible new widget for Android users. constantly goes offline, so you have to now go back to the Spotify icon and access Spotify that way. go back to the old widget as this new one is THE WORST. it was perfect before!",2,9.1.60.1970,Widget Issues
the new widget is horrible just bring back the old one its way better,2,9.0.74.1121,Widget Issues
The latest update broke the 1x4 widget. I don't need to see the logo taking up more space for an app I'm already subscribed to.,3,9.1.52.1394,Widget Issues
"i hate the new widget. it does not work properly. why do i need to be online to open the app through this widget? also why was there the need to disable the old, perfectly fine, widget?",3,9.1.52.1394,Widget Issues
I'm not happy with changing the widget size. It takes up half my homepage.,3,9.1.52.1394,Widget Issues
